,Title,Categories,Tags,Replies,Post,Comment
60,Html question over here,"Get Help,jQuery",,3,"
Can’t seem to move past this lesson.Am I placing this wrong?



  Brown Bears


The Brown Bear
About Me

About Brown Bears

","
Unfortunately we can’t see your code, so we can’t help 
You can learn how to format your code so that we can all see it, and then I have absolutely no doubt that someone will help you solve your problem 
Happy coding!

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
61,Can someone spot the error?,"Get Help,jQuery",,3,"
Chapter : 4.3
Error message: Did you use the css method to change th color of .menu-button to #C3FF00?
So not helpful at all, hehe.
$(document).ready(() => {
 
  $('.login-button').on('click', () => {
    $('.login-form').toggle();
  });
  
  $('.menu-button').on('mouseenter', () => {
    $('.nav-menu').show();
    $('.menu-button').css('color', '#C3FF00');
  });
  
  $('.nav-menu').on('mouseleave', () => {
    $('.nav-menu').hide();
    $('.menu-button').css('color', '#EFEFEF');
  });
});



The code fails the first objective.
Is this a bug or am I just blind because I can’t see what’s invalid about my code.
","
If I’m reading things right, it’s looking for code producing a syntax tree equivalent to:
$($menuButton).on($mouseenter, () => {
  $($menuButton).css($color, $hex)
});

You’ve got an extra line in there, so perhaps without that, it’ll match.
(Ignore all the extra $'s and different names)

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
62,Bug Report: 1% Completion,"Get Help,jQuery",,3,"
Just a minor bug.
I have completed the first 3 chapters and the completion on https://www.codecademy.com/en/tracks/jquery
shows 1% instead of 100% for all 3. Very annoying.
","
It is because that’s a old version of the current JQuery CC course. Due to that, the course you did before is going to be deleted soon like the PHP ones. Those courses are outdated or haven’t the proper maintanance, so better move on to the current course and complete it.
Cheers!

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
63,(event)?,"Get Help,jQuery",,4,"
Why event in brackets?
('.product-photo').on('mouseenter', (event) => {
    (event.currentTarget).addClass(‘photo-active’)
}).on(‘mouseleave’, event => {
$(event.currentTarget).removeClass(‘photo-active’)
})
","
That is the nickname we give the EventObject which is returned by the listener. From it we can obtain information with respect to the type of event, the event target, and other useful information as needs be.
Here is an example of the kind of information stored in the EventObject…
originalEvent: [object KeyboardEvent]
type: keydown
timeStamp: 11750.34850007065
jQuery171009694749273172287: true
keyCode: 67
key: c
charCode: 0
char: undefined
which: 67
view: [object Window]
target: [object HTMLBodyElement]
shiftKey: false
relatedTarget: undefined
metaKey: false
eventPhase: 3
currentTarget: [object HTMLDocument]
ctrlKey: true
cancelable: true
bubbles: true
altKey: false
srcElement: undefined
relatedNode: undefined
attrName: undefined
attrChange: undefined
delegateTarget: [object HTMLDocument]
data: null
handleObj: [object Object]

Mouse events demo

Why was the bracket only on the first event but not the second event? (Furthermore, from the instruction it seems bracket was not part of the expected syntax…)
I also noticed in the code in the review section, there is no bracket in either “event” s…

When there is only one parameter, the parens are optional. Either way is valid.
"
64,Change static data array to database query results in DataTables,"Get Help,jQuery",,3,"
Hello, I created a DataTables jQuery table that worked good using a static data array. But I now need to use database query results. I have little experience with javascript, I just need to get this one search page to work. Thanks so much for any help…

<?php  
 $connect = mysqli_connect(""localhost"", ""user123X"", ""pass123X"", ""page_list"");  
 $query =""SELECT * FROM page_list ORDER BY page_name"";  
 $result = mysqli_query($connect, $query);  
 ?>  
 <!DOCTYPE html>
<html>
<head>
  <script type=""text/javascript"" src=""jQuery-3.2.1/jquery-3.2.1.min.js""></script>
  <script type=""text/javascript"" src=""DataTables-1.10.16/js/jquery.dataTables.min.js""></script>
  <link rel=""stylesheet"" type=""text/css"" href=""DataTables-1.10.16/css/jquery.dataTables.min.css""/>
  <script src=""https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js""></script>

  <style type=""text/css"">
  </style>
  <title>DataTables</title>

<script>
$(document).ready(function() {
  $('#page_list').dataTable({
    ""ajax"": 'array.txt',
        ""columns"": [
            { ""data"": ""page_name"" },
            { ""data"": ""page_url"",
         ""render"": function(data, type, row, meta){
            if(type === 'display'){
		   data = '<a href=""' + data + '"" target=""_blank"">More Info</a>'
            }
            return data;
         }
      } 
   ]
});
});//]]> 
</script>

</head>
<body>

<p>Top of html...</p>
<p>&nbsp;</p>
table<br>
<table class=""display"" id=""example"">
    <thead>
        <tr>
            <th><p>Page Name</p></th>
            <th>Page url</th>
        </tr>
    </thead>
</table>

</body>
</html>


","
the only purpose of jquery DataTables is display the data in html
But we can just construct the a table using php + html code:


stackoverflow.com






foreach mysql row from query echo out html with row values


php, mysql


  asked by
  
  
    Nick Fury
  
  on 06:37PM - 16 Jan 12 UTC






if you want to use jquery DataTable you should make an ajax call.

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
65,Let variable and why you would change something,"Get Help,jQuery",,3,"
I am not stuck I just don’t understand the purpose of let.
My code works fine I just don’t understnad why you would write a change in a variable, RIGHT bellow the one that is already there. Isn’t that just unorganized? Why wouldn’t you just change the original code?
","
sometimes, a lesson teaches a concept (in this case, updating variable), which is a very useful concept, for the simple reason that we can’t always rewrite the code.
look at this bin:
http://jsbin.com/qonuzeyalo/edit?js,console
its some simple JS code (press the run button in top right to run the code), we ask the user for input, and then converting this input to lowercase. We can’t rewrite the code, because we don’t know what the user will enter.

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
66,This Facebook Pixel Custom Event Code is double...and then triple counting each event. What do I have wrong?,"Get Help,jQuery",,2,"
<PLEASE USE THIS TEMPLATE TO HELP YOU CREATE A GREAT POST!>
<Below this line, add a link to the EXACT exercise that you are stuck at.>
<Below this line, in what way does your code behave incorrectly? Include ALL error messages.>
I’ve having this track every time someone pushes a certain button on a webpage. When I press it, it does tell Facebook that there is an event, which is great but I see that it double counts it each time, then about an hour later, it will tell Facebook there was another click! I’ve click the button 6 times and it has told Facebook that it was clicked 18 times. Each time I click it counts as two clicks, then an hour later, it counts another one.
I’m super new to javascript so I haven’t quite been able to get the exact directions from Facebook.

```

<do not remove the three backticks above>
","
This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
67,Arrow functions not working in Web Safe Font Preview,"Get Help,jQuery",,6,"
I was bumping into a wall trying to complete the Web Safe Font Preview project, as I could not make the keyup event handler to work:
('#text').keyup(() => {
    (’.preview’).html($(this).val());
});
I was getting the following error: Uncaught TypeError: Cannot read property ‘toLowerCase’ of undefined
After reading about .keyup() and I changed the call back function to $(’#text’).keyup(function () {…}
and surprise!, it was working!
So. the question is: Is this because keyup event handlers do not support arrow functions or perhaps a bug in the interface for the exercise (given that the jQuery course is a beta version for now)?
","
if you want to use the arrow function syntax, you have to use .on() like you learned here:
https://www.codecademy.com/courses/learn-jquery-event-handlers/lessons/mouse-events/exercises/on-mouseenter?action=lesson_resume&course_redirect=learn-jquery
okay, this example is for mouseenter, but the event can also be on() keyup
if you just want to use keyup, arrow key function syntax doesn’t seem to be supported

Hi,
So I came across this same issue today, with the arrow syntax and the keyup event. I am not sure what causes the issue, but I believe I have found a solution to make this work and use the arrow syntax. I will post what I learned from my attempts and maybe, someone might be able to shed more light on this.
I fully believe the arrow syntax should work because it was used in the previous jQuery project. It was used to update a count down for the remaining number of characters available on the Feedster Project here.
So here is my first attempt:
$(document).ready(() => {
  $('#text').on('keyup', (event) => {
    $('.preview').html($(this).val());
  });
});

Which I received the following errors in console:

jquery.min.js:4 Uncaught TypeError: Cannot read property ‘toLowerCase’ of undefined
at r.fn.init.val (jquery.min.js:4)
at HTMLTextAreaElement.$.on (main.js:3)
at HTMLTextAreaElement.dispatch (jquery.min.js:3)
at HTMLTextAreaElement.q.handle (jquery.min.js:3)

I was able to work out two solutions. As stated in the previous posts I ditched the ES6 and used the older notation and got it working with the following:
$(document).ready(() => {
  $('#text').on('keyup', function() {
    $('.preview').html($(this).val());
  });
});

I was still sure that the arrow function syntax had to work somehow, because of the previous exercise I referenced. So I tried this and it works!
$(document).ready(() => {
  $('#text').on('keyup', (event) => {
    $('.preview').html($(event.currentTarget).val());
  });
});

This leads me to believe there is something awry with the ‘this’ value. I believe the ‘this’ being referenced is something other than out textarea with the ID of text. If that is the case I am not sure what ‘this’ is really referencing and how to make it reference our text ID.
I am glad I have two working solutions one with and one without the arrow function syntax, but I would love to know more as to why the one failed.
Thanks 

this standards reference to the window object:



MDN Web Docs



Window
The Window interface represents a window containing a DOM document; the document property points to the DOM document loaded in that window.





using the arrow syntax, the value of this stays at the window object. While using the es5 notation, the value of this changes to the clicked object.

Thanks!
I also found this to have some helpful information regarding arrow functions and the this keyword



MDN Web Docs



Arrow functions
An arrow function expression has a shorter syntax than a function expression and does not have its own this, arguments, super, or new.target. These function expressions are best suited for non-method functions, and they cannot be used as...






that is also a good piece of documentation 
Good that you found it, being capable of finding the right documentation is really important
MDN is a good source for docs when it comes to the JS language
"
68,Targeting by Class,"Get Help,jQuery",,5,"
Hello everyone,
Both at ‘targeting by class’ and ‘targeting by id’ I feel like I am having the same problem…
targeting by class
What I enter in the main.js document is exactly the same as the code that codeacademy fills out for you after failing a couple of times, yet the instructions only turn red instead of green. Did I forget something?
My input:
$(document).ready(() => {
  $('.product-photo').show()
});

targeting by id
This time I can manage to get the first of the instructions green instead of red, unlike targeting by class where I can’t even get the first one green, yet the second one once again remains red even though I enter exactly the same input as codeacademy does. Am I forgetting something in the css or html file or something?
Thank you,
Marie
","
Even when you get the correct code, copy the correct code, reset the exercise then paste the correct code, its not working
I will report the issue

Please post a link to the exercise page where this problem has surfaced. Thanks.

i assume the following exercises:
https://www.codecademy.com/courses/learn-jquery-introduction/lessons/jquery-setup/exercises/targeting-by-class?action=lesson_resume&course_redirect=learn-jquery
https://www.codecademy.com/courses/learn-jquery-introduction/lessons/jquery-setup/exercises/targeting-by-id?action=lesson_resume&course_redirect=learn-jquery
given that is the forum section they are posted under, and the name of the exercises match

Hello,
I can confirm that it this is the one:
https://www.codecademy.com/courses/learn-jquery-introduction/lessons/jquery-setup/exercises/targeting-by-class?action=lesson_resume&course_redirect=learn-jquery
I was going through the jQuery course this morning and found the same issue. I submitted a bug report after finding it.
"
69,Red X on Step 1,"Get Help,jQuery",,4,"
If it helps, this seems to just be a general bug with the site that I’ve been experiencing recently. I just switched to jQuery and on this lesson https://www.codecademy.com/courses/learn-jquery-introduction/lessons/jquery-setup/exercises/targeting-by-class I’m hitting a similar problem on step 1:
“Let’s start by using jQuery to target every ‘.product-photo’”
Here is my code:
$(document).ready(() => {
	$('.product-photo')
});

… and yet I get a red X on the step and cannot proceed.
","
Hi @jhuddleston333,
Your code doesn’t pass me either, but is correct. Please report it as a bug through the form beneath the instructions on the left, then submit the code until the “Get Code” option comes up. You can use that to pass the exercise.

Why we should not right semicolon at the end of the line?

@microblaster29685 You can, it doesn’t matter too much in this case. I’d recommend using them whenever appropriate, but it won’t affect whether the exercise passes you here.
"
70,I'm having trouble linking my html code with my javascript code,"Get Help,jQuery",,4,"
I just finished the JQuery lesson, and I wanted to practice writing some code so I downloaded TextMate for Mac and started with some really simple html so I could practice linking a javascript document to the html, but I can’t get the javascript to run. Here’s my html.
    <!DOCTYPE html>
<html>
	<head><title>Test</title></head>
	<link type=""text/css"" rel=""stylesheet"" href=""test.css"">
	<body>
		<h3>test</h3>
		<div id=""george"">test</div>
		<script src=""http://ajax.googleapis.com/ajax/libs/jquery/1.7/jquery.min.js""></script>
		<!--<script language = ""javascript"" type=""text/javascript"" src=""js/jquery-2.1.4.js"" ></script>-->
		<script language=""javascript"" type=""text/javascript"" src=""js/test.js"" ></script>
		<noscript>
		 For full functionality of this site it is necessary to enable JavaScript.
		 Here are the <a href=""http://www.enable-javascript.com/"" target=""_blank"">
		 instructions how to enable JavaScript in your web browser</a>.
		</noscript>
	</body>
</html>

I have JQuery and my javascript in a folder called ‘js.’ As you can see, I also tried loading JQuery from online. Neither worked, and I can’t get any code to run by putting it in between the <script></script>. I found that <noscript> stuff and threw it in so I could see if maybe my browser was the problem, but it only shows up when I open the html in TextEdit, so that makes me think the problem is with my javascript? Here’s the script I’m trying to link to.
$('h3').append(""-success!"");
$(document).ready(function(){
	$('#george').click(function(){
		$(this).fadeOut('slow');
	});
	$('div').css(""color"":""white"");
});

after it didn’t work the first several tries, I put something above the $(document).ready() because I figured maybe my document just wasn’t loading. Does anyone have any advice? Am I making an obvious mistake?
Here’s the CSS I’m using, it’s working fine.
body{
	font-family:Arial,sans-serif;
	font-color:#B00B1e;
	background-color:#CCFFFF;
}
#george{
	height: 100px;
	width: 100px;
	background-color: orange;
	border-radius: 5px;
	border: 3px solid black;
	margin-left: 100px;
	margin-top: 100px;
	font-family:verdana,arial,sans-serif;
}
","
This is the code i used in a windows 8.1 IE11 environment, with no errors in the HTML debugger.
<!DOCTYPE html>
<html>
	<head><title>Test</title>
<!--	<link type=""text/css"" rel=""stylesheet"" href=""test.css""> </link> -->
	<style>
	body{
	font-family:Arial,sans-serif;
	font-color:#B00B1e;
	background-color:#CCFFFF;
}

div:hover {opacity: 0.5 }
h3:hover {background: yellow }
#george{
	height: 100px;
	width: 100px;
	background-color: orange;
	border-radius: 5px;
	border: 3px solid black;
	margin-left: 100px;
	margin-top: 100px;
	font-family:verdana,arial,sans-serif;
}
	</style>
	</head>
	<body>
		<h3>test</h3>
		<div id=""george"">test</div>
<!--	<script 
                 src=""http://ajax.googleapis.com/ajax/libs/jquery/1.7/jquery.min.js""></script>-->
		<script language = ""javascript"" type=""text/javascript"" 
		     src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.4/jquery.min.js"" ></script>
<!--		<script language=""javascript"" type=""text/javascript"" src=""js/test.js"" ></script>
-->
<script>
$(document).ready(function(){
$('h3').append(""-success!"");

$('#george').click(function(){
	$(this).css(""background-color"",""white"").fadeOut(4000)
	$(this).fadeIn(4000).css(""background-color"",""orange"")
	
//$('div').css(""background-color"",""white"");
	});
});
</script>
<!--		<noscript>
		 For full functionality of this site it is necessary to enable JavaScript.
		 Here are the <a href=""http://www.enable-javascript.com/"" target=""_blank"">
		 instructions how to enable JavaScript in your web browser</a>.
		</noscript>
-->
		</body>
</html>

Thanks, I copied what you had and it still didn’t work, so I figured it was a browser thing. I opened the console in Chrome and it ran, so my guess is that the browsers I tried it in (Chrome and Safari) just both block local javasript until you open the console. Once I did that, I could load and reload it as much as I wanted.
Thanks again!

"
71,How to use jQuery .each() with json value,"Get Help,jQuery",,5,"
I am reading an json file values but not i have to show the values in HTML table structure. I want to loop through the .each () method and then show the values. Please help me?
","
looking at jquery docs:
http://api.jquery.com/jquery.each/
we are given the code:
var obj = {
  ""flammable"": ""inflammable"",
  ""duh"": ""no duh""
};
$.each( obj, function( key, value ) {
  alert( key + "": "" + value );
});

we can use the same code for a json file.
i found some json data online, combined with the each documentation it was pretty easy:
http://jsbin.com/vupawofotu/edit?html,js,console

jQuery each is used for looping. First use .getJSON to fech json file data like this:
$.getJSON(""demo_ajax_json.js"", function(result){
       $.each(result, function(i, field){
            //create table
        });
    });

Now inside the function(result){} call jQuery each method to loop through the data. Now to make a table of data use .append() method adding ‘tr’ & ‘td’ on every loop.
Basically I am giving you some ideas which you can apply and do this.

thank you for the explanation.

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
72,What's wrong with this code? Help please!,"Get Help,jQuery",,2,"
<Below this line, add a link to the EXACT exercise that you are stuck at.>
PRG215_Week_1
<Below this line, in what way does your code behave incorrectly? Include ALL error messages.>
error: ‘{’ expected
public class PRG215_Week_1.java {
1 error
Compile failed; see the compiler error output for details.
BUILD FAILED (total time: 0 seconds)

```
package week_1;
import java.util.Scanner;
/**
*


@author
*/
public class PRG215_Week_1 {
public static void main(Stringargs){
//create a keyboard input object
Scanner keyboard = new Scanner(System.in);
 //Display on the console - ask for the costumer's name
 System.out.print(""Please enter your name"");
 
 //Get the costumer name from the keyboard and store it in the string object ""customerName""
 String customerName = keyboard.next(); 
 System.out.println("""");
 
 //Display the customer's name on the console using println()
 System.out.println(""Welcome, "" + customerName + ""!"");

}


}
<do not remove the three backticks above>
","
This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
73,On 'mouseenter' lesson bugged,"Get Help,jQuery",,7,"
Hello, I completed first 2 steps of the exercise but the 3rd step seems empty and I can not proceed. Stucked here…
Can you help? Fix?

cant-proceed.jpg723×770 96.8 KB

Please help…
","
Same problem here. Tried a few things with mouseenter but they were all incorrect. But after a few incorrect tries you are able to go further

UPDATE:Please disregard. I got past this by guessing what Step 3 wanted. I added an event handler for the shoe-button and after running a couple of times finally got the ‘Try Again or Get Code’ popup. Clicking on ‘Get Code’ pretty much displayed the correct code for completing Step 2.
My guess is that there is not supposed to be a ‘Step 3’ haha.
What exactly did you do to be able to go further?

This, and lesson 5 are not doable without resorting to Get Code.

I wonder why none of the administration is taking care of this. I sent a bug report too, and also think many people did so.

When it works its way up the priority chain it will get addressed. There are only so many hands and there is much to do on the roll-out end of things. We were warned there would be wrinkles, at first.

I’m seeing the same issue although bugs are to be expected sometimes. Why release the course if things like this are still happening? Surely this all get tested thoroughly before release…
"
74,jQuery,"Get Help,jQuery",,3,"
https://www.codecademy.com/courses/learn-jquery-introduction/lessons/jquery-setup/exercises/adding-jquery?action=lesson_resume&course_redirect=learn-jquery
does any body know how to make the: Did you add the link to jQuery in index.html?
","
the instructions state: Copy and paste the <script> tag from the instructions.
so all you need to do is find this script tags, and copy them into your html file.

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
75,Targeting by class,"Get Help,jQuery",,2,"
hello, i don’t understand what the intruction means, help please
","
you should read this topic:




How to ask good questions (and get good answers) Getting Started


    In general, your post will get a good answer if you’ve remembered to do the following: 


Always search for existing answers first.
Provide as much information and context as possible.
Format your code.
Follow the Community Guidelines.


Before Starting a Topic, Search for Existing Answers
Before you start a new topic, check existing posts and use Google to see if your questions have already been addressed.  This will very often give you an immediate answer! Cryptic error messages are particular…
  

To improve your own topic, which is currently not really good.
if you need information on selecting by class you can read the docs:
https://api.jquery.com/class-selector/
The strength of the forum is that we can help you in a specific scenario, for providing general information we have docs
"
76,JavaScript error: Uncaught SyntaxError: missing ) after argument list,"Get Help,jQuery",,3,"
i dont know were to ask general jquery questions so ill do it here


<script src=""//ajax.googleapis.com/ajax/libs/jquery/3.1.0/jquery.min.js""></script>
<img src=""http://convertico.com/images/59e6ddda777b6/_previmg.png"">
<div>
<script>
$(document).on(""mousemove"",function(event){
  $('div').text(event.pageX + "" "" + event.pageY);
  const mouseX = event.pageX
  const mouseY = event.pageY
});
$('img').css('margin' 'absolute '+'mouseX'+'px');
</script>




i am trying tho get the img element to follow the mouse’s x using $(jquery).pageX but i am getting this error.
the problem seems to be in the $(‘img’.css) line
","
looking at the css documentation:
http://api.jquery.com/css/
setting multiply properties takes a dictionary (from documentation):
.css({ ""background-color"": ""#ffe"", ""border-left"": ""5px solid #ccc"" }) 

if the background-color is then stored in a variable, you can simply do:
.css({ ""background-color"": backgroundColorVariable, ""border-left"": ""5px solid #ccc"" }) 

nice and simple.
not sure what you currently do, margin is a property, absolute is a value, but of position

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
77,Geeting error,"Get Help,jQuery",,4,"
Oops, try again. It looks like you’re not appending a “” + toAdd + “” to .list. Check the example in the instructions if you need help.
(document).ready(function(){
    (’#button’).click(function(){
var toAdd = ('input[name=checkListItem]').val();
         (’.list’).append(’’ + toAdd +’’);
});
});

","
@stetim94 CAN YOU HELP ME WITH THIS !!

This question would be easier to answer if you had proper indetions, but by the looks of things you didnt select your append function in var toAdd

"
78,Hey! Having trouble with the academy build a calculator tutorial,"Get Help,jQuery",,4,"
Hello! I’m on the build a calculator tutorial and I got pretty far except I hit a road block
The Error message reads
Oops, try again. Did you give the 'a’s the cursor:pointer attribute?
It even works in the little demo - so I’m just not sure what I’m doing wrong here.
Any and all help is appretiated :)
CSS
body, div, a {
    padding:0;
    margin:0;
    font-family:""Trebuchet MS"", Arial, Helvetica, sans-serif;
}

#calculator{
 width:310px;
 height:460px;
 margin: 10px auto;
 padding:5px;
 background-color:#999;
 border: 3px solid black;
 border-radius: 10px;
}

#total{
 height:70px;   
 width:300px;
 margin:0;
 margin-bottom:5px;
 padding: 0 5px;
 background-color: #fff;
 text-align:right;
 font-size:60px;
}

#numbers{
    margin:0px;
}
#operators{
    margin:0px;
}

#operators a{
    cursor:pointer;
    display:block;
    width:45px;
    height:45px;
    float:left;
    padding:2px;
    margin:5px 6px;
    text-align:center;
    text-decoration:none;
    color:black;
    font-size:39px;
    background: -webkit-gradient(linear, left top, left bottom, from(#EDEDED), to(#DCDCDC));
    background: -moz-linear-gradient(top, #EDEDED, #DCDCDC);
    border-radius:10px;
}

HTML
<!DOCTYPE html>
<html>
	<head>
		<title>Calculator</title>
		<link rel=""stylesheet"" href=""style.css"" />
	</head>
	<body>
		<div id=""calculator"">
			<div id=""total"">
			</div>
			<div id=""operators"">
				<a>+</a>
				<a>-</a>
				<a>/</a>
				<a>*</a>
				<a>=</a>
			</div>
			<div id=""numbers"">
				<a>1</a>
				<a>2</a>
				<a>3</a>
				<a>4</a>
				<a>5</a>
				<a>6</a>
				<a>7</a>
				<a>8</a>
				<a>9</a>
				<a id=""clear"">C</a>
				<a>0</a>
				<a id=""clearall"">AC</a>
			</div>
		</div>
	</body>
</html>






","
Please post a link to this exercise. Thanks.




 cloudninja76772:

#operators a{
cursor:pointer;
display:block;
width:45px;
height:45px;
float:left;
padding:2px;
margin:5px 6px;
text-align:center;
text-decoration:none;
color:black;
font-size:39px;
background: -webkit-gradient(linear, left top, left bottom, from(#EDEDED), to(#DCDCDC));
background: -moz-linear-gradient(top, #EDEDED, #DCDCDC);
border-radius:10px;
}


you forgot the comma 
#operators, a{
    /*csshere*/
}


This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
79,26/26. Enlaces decoracion y texto,"Get Help,jQuery",,9,"
No he podido pasar este ejercicio, ya cambie de navegadores, cambie minisculas por mayusculas y vicersa y sigue dandome error. Ayuda por favor.
Stylesheet
h1 {
    font-family:Verdana, sans-serif;
    color:#576d94;
}
p {
    font-family:Garamond, serif;
    font-size: 18px;
    color: #4A4943;
    
}
img {
    height:100px;
    width:300px;
    border:1px solid red;
    
  href {
    text-decoration:none;
    color: #cc0000;
  }

HTML
<!DOCTYPE html>
<html>
	<head>
	<link type=""text/css"" rel=""stylesheet"" href=""stylesheet.css""/> 
		<title>Resultado</title>
	</head>
	<body>
	<h1>Terminando el Curso, por fin!</h1>
	<p>Muy interesante el curso, quiero seguir conciendo mas</p>
	<a href=http://www.golcaracol.com>     Google</a>
    	<img src=http://www.bhmpics.com/thumbs/ferrari_458_speciale_enjoying_the_sunrise-t3.jpg />
	
	
	
	</body>
</html>
","
¿Cual es el error que está recibiendo?

Porque omitiste las comillas en los artibutos href y src en el cuerpo de tu html?

No lo haces. Ese es incorrecto.

Usted no cerro la categoria img en CSS.
Tambien le faltan comillas a el link de la . Todos los hypervinculos siempre estan en comillas.
Lea y compare con mas atencion, esto toca aprenderlo despasio.

Ya lo solucioné, muchas gracias a todos.
Saludos.

como lo soluiconaste porfa ayuda… me sale esto!!!
¡Uy! Probá otra vez. ¿Recordaste determinar la propiedad text-decoration de tu enlace como none;?

tienes que cambiar de navegador

como lo solucionaste
"
80,Build A Calculator! 4/25,"Get Help,jQuery",,2,"
Hello! I try to do lesson “Build A Calculator”, I’m at 4/25. I have to: Change the .text() of the div of the id lets_go to Lemme Go!  When I try to save & submit code, I get message “Oops, try again. Don’t forget to add the $(document).ready() function!”. What’s wrong with this code?
<!DOCTYPE html>
<html>
	<head>
		<title>Calculator</title>
		<link rel=""stylesheet"" href=""style.css"" />
		<script src=""https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js""></script>
		<script src='script.js' type=""text/javascript""></script>
	</head>
	
	<body>
		<div id=""lets_go""></div>
	</body>
	
</html>

#lets_go {
	width: 100px;
	height: 50px;
	background-color: blue;
}

$( document ).ready(function() {
    $(""#lets_go"").text(""Lemme Go!"");
});

","
This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
81,ETA on the new jquery course going live,"Get Help,jQuery",,2,"
can anyone advise when the new jquery course will be available
","
This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
82,How can I use jQuery plugins predefined events?,"Get Help,jQuery",,2,"
How can I use jQuery plugins predefined events?
Most of the jQuery Plugins introduce predefined events in their documentation, Is there any rules in general for implementing those events?
For example in special case Zebra_Accordion Plugin (a tiny accordion plugin for jQuery) or jQuery-Accordion or any other plugin defines some Events like below:
Zebra Accordion Events:
onClose:
Event fired after a tab is collapsed.
onOpen:
Event fired after a tab is collapsed.
If I want in this case to add a div with special font awesome character (like fa-chevron-down) after box title when collapsed (collapsed state) and remove that character and replace it with a new character (like fa-chevron-up) as box title when expended.
I try below code but it seems that something is wrong:
$('.Zebra_Accordion').on('onOpen', function(e) {
      $(this).append( ""<span class='fa fa-chevron-down'></span>"" );
  });

$('.Zebra_Accordion').off('onClos', function(e) {
      $(this).append( ""<span class='fa fa-chevron-up'></span>"" );
  });

I’m beginner and not an expert, So please try to give a detailed answer or any reference as I don’t know anything about Plugins events and some other expressions.
Thanks
","
This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
83,jQuery Version,"Get Help,jQuery",,1,"
I cannot find the jQuery version that this course uses.  Does anyone know?
",
84,Hello and i do not know the body element for make a website please help me,"Get Help,jQuery",,3,"
Continuing the discussion from 12. Append to body-- code apparently not working but accepted anyway:
<PLEASE USE THIS TEMPLATE TO HELP YOU CREATE A GREAT POST!>
<Below this line, add a link to the EXACT exercise that you are stuck at.>
<Below this line, in what way does your code behave incorrectly? Include ALL error messages.>

```
Replace this line with your code.
<do not remove the three backticks above>
","
<!doctype html>

  
     Home Page
  
  	
  

…Thats it!

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
85,jQuery path deleted?,"Get Help,jQuery",,2,"
Hey there,
it seems like the jQuery path is deleted? Yesterday I started it and when
I wanted to continue it today, I couldn’t find it…
Does somebody know something about it? I really would like to
continue my path where I stopped yesterday…
Thanks!
","

https://www.codecademy.com/learn/jquery

This page still exists but it has a message explaining the upcoming update.
"
86,jQuery Before and After,"Get Help,jQuery",,3,"
I am trying get pass this excerise and I don’t know what is wrong with the way I am writing this.
Prompt:  Go ahead and add a <p> tag .after() the <div> with the ID #one. You can place any text you like in your <p> tag.
My Inputed Code:
$('#one').after('<p>Test</p>');


Section
Before and After
We can specify where in the DOM we insert an element with the .before() and .after() functions. The syntax looks like this:
$('target').after('<tag>To add</tag>');

Where ‘target’ is the element after which you want to add something and the bit between <tag>s is the HTML element you want to add. You can add <h1>s, <div>s, or any other valid HTML you like.
","
jquery code always required document.ready, like you learned

This topic was automatically closed 7 days after the last reply. New replies are no longer allowed.
"
