,Title,Categories,Tags,Replies,Post,Comment
146,Typography: Getting an error when pasting Google Fonts link?,"Get Help,CSS",learn-typography,2,"
This is my first time creating a topic, so I hope I’ve put this in the correct place. I’m doing the learn how to build websites and got stuck in the Typogrophy section, here is the link.
The problem was when I pasted the link from Google Fonts, it came up as incorrect. Even though Google seemed to have changed the layout since the video on the previous task, I was able to select Space Mono and the font weights 400 and 700. Thus, I don’t understand why it’s not accepting it.
In the end I accepted the solution. On closer inspection, the difference between the solution and Google Fonts links were slightly different (both had the Space Mono and font weights in the links)
Why is this happening?
","
Hey @jgokop!
I think this may be the topic you’re looking for. Apparently, a new version of google font has added something onto the URL which makes the lesson fail.




FAQ: CSS Typography - Linking Fonts II CSS FAQ


This article might explain this in better detail. 
Basically, the deal is that Google decided to add a default &display=swap to all the google fonts. Unfortunately, this exercise was created before this change was made, which is why you got an error when you just copied over the link, @mnkori 
I would recommend reporting it as a bug for anyone else dealing with this, and just deleting that last part of the link while you’re waiting for it to be fixed.
  

"
147,CSS Box set exercise does not allow me to proceed,"Get Help,CSS",box-model,2,"
I am receiving this message.
Hmm. We’re having trouble finding that site.
We can’t connect to the server at ae74ccd0916f49aaaf8d0c331e70a325.cc-propeller.cloud.
Tried from Chrome and Firefox.
Here is the page link.
https://www.codecademy.com/paths/web-development/tracks/getting-more-advanced-with-design/modules/learn-css-box-model/lessons/box-model-intro/exercises/box-margin-auto
I can not proceed to next step of the lesson either.
Here is what I listen to calm myself, as an addition.

","
Nevermind, View Solution option allows me to proceed. Although I hope this issue will be fixed soon.
"
148,Https://www.codecademy.com/paths/web-development/tracks/styling-a-website/modules/learn-css-selectors-visual-rules/lessons/css-setup-selectors/exercises/classes-and-ids,"Get Help,CSS",general,3,"
In exercise it is written that it is best practice create separate classes for single element,instead of putting all styles in one class? I have seen on many webpage through inspect element,for a single element they have multiple class e.g font,position etc.My Question is how would I know how many classes would I need for specific element and on what basis developer do separation of classes?Sorry if the question seems to be confusing.Or simply how to make reusable classes
https://www.codecademy.com/paths/web-development/tracks/styling-a-website/modules/learn-css-selectors-visual-rules/lessons/css-setup-selectors/exercises/classes-and-ids
","
You could create small utility components that you can re-use everywhere in your project.
Say you want to use the font Roboto for all your headings throughout your project. Rather than specifying font-family: ""Roboto""; every time, for every single heading, you could just create an utility class that will take care of this and this only.
.roboto {
  font-family: ""Roboto"";
}

and use it throughout your HTML.
<body>
  <main>
    <article>
      <h1 class=""roboto"">The main heading</h1>
      <p>Some text</p>
      <h2 class=""roboto"">Some other heading</h2>
      <p>Some text</p>
    </article>
  </main>
</body>

Or let’s imagine that you want to use lists. Some lists might require a list-type: none, whereas others might not.
You could simply create a small utility class to apply it when necessary:
.nobullets {
  list-style: none;
  margin: 0;
  padding: 0;
}

It seems to me that large chunks of code for every single selector seems more “intuitive” at first. Structuring your code in a smart way, composed of small re-usable components might be more demanding at first, but then make your life much easier when the project grows big and you need to maintain it. So, small components, and comments whenever something isn’t self-explanatory would be, in my book, what should be considered good practice.

Thankyou it was quite helpful.Things gonna be much clear with experience I Believe
"
149,CSS Linking,"Get Help,CSS",general,2,"
I’m working on the basic CSS lesson https://www.codecademy.com/paths/learn-how-to-build-websites/tracks/intro-to-css/modules/learn-css-selectors-visual-rules/lessons/css-setup-selectors/exercises/specificity
I link the CSS to the HTML and the computer keeps checking off my boxes, but when I make changes to the code, nothing happens. The color and font of my words doesn’t change. What should I do?
This is the link I’m using
","
Hi, could you add a copyof your code for help other help you.
"
150,Error in CSS file,"Get Help,CSS",display-positioning,2,"
I get an error whit the width atributte but i just got fixed. Thanks. My mistake.
","
Spelling mistake 
It’s width.
"
151,About flex-grow!,"Get Help,CSS",display-positioning,1,"
Hello. Im stuck this quiz… Please help me.
https://www.codecademy.com/paths/learn-how-to-build-websites/tracks/advanced-css-flexbox-and-animations/modules/layout-with-flexbox/projects/tea-cozy
When I wrote code below (actually flex-grow: 1;), img and nav separate left and right.
I don’t know why…
nav {
text-align: right;
flex-grow: 1;
}
html

        ![](upload://nKrgYXQWU3m4kf5FiR0otNmSwSN.png)
        
            Mission
Featured Tea
Locations
css
header {
display: flex;
justify-content: center;
flex-wrap: wrap;
width: 100%;
position: fixed;
z-index: 1;
height: 69px;
background-color: black;
border-bottom: 1px solid seashell;
align-items: center；
}
header img {
height: 50px;
padding-left: 10px;
}
nav {
text-align: right;
flex-grow: 1;
}
Thank you!
",
152,Trouble getting codecademy page to respond,"Get Help,CSS",general,2,"
Hello,
I’ve been the code in the tea cozy exercise https://www.codecademy.com/paths/web-development/tracks/getting-more-advanced-with-design/modules/layout-with-flexbox/projects/tea-cozy as a reference to a personal page I’m working on.  It was working fine all morning but, now the page won’t render properly.  I can’t reset it either.   I’ve tried restarting my browser and that doesn’t help.  Perhaps I screwed up the code somehow? Is there a codecademy admin that could reset the page for me?
Thank you
","
it’s working now.  thank you
"
153,Paint Store lesson - HTML/CSS class selector inconsistency,"Get Help,CSS","learn-colors,general",6,"
Hi all!
I’m following the course on how to build a website and currently doing the CSS lesson on colors and have a question that’s been frustrating me in the “Paint Store” exercise:
https://www.codecademy.com/paths/learn-how-to-build-websites/tracks/intermediate-css-colors-and-typography/modules/learn-css-colors/projects/color-paint-store
In step 6, the span selectors are being chosen using the .reds .base-color selector in CSS. However, in HTML, there is no “reds” class. The same holds true for the other colors (blues and greens). In HTML, these divs have a class of class=“color reds”, but in CSS, they are simply referred to as .reds.
Why does the CSS code work, and why is it coded using a class that is not defined in HTML?
Hope you guys can help me out with this nagging doubt!
Best,
Nuno
","
in css, to select an element we do:
div {
}

in css to select a class we do:
.className {
}

to select an id we do:
#idName {
}

by using the prefixes (. for class and # for id), css knows what the selector is for
so where in html we have a class keyword, in css this is represented with a full stop (.)

I understand that. My point was that there is no class named “reds” in HTML, although CSS refers to one.

html and css are very error resistant, if there is a class in css while not used in html, the class simply never gets applied

Their is a class of reds and it’s color reds. Whitespace in a class name gives it multiple classes.
https://www.codecademy.com/forum_questions/506d1cacc968bc00020514ae

That clears it up. Thanks!
"
154,The 'index.html' filename and a bug I encountered with it (or not?),"Get Help,CSS",general,2,"
Hello there!
I’m currently working on the “Tea Cozy” self directed project module for part 4 of the web development path and I noticed something odd.
I was trying my best to both type out my own code and using the pre-made html and css within the project and I found it weird that in the beginning, nothing was displaying correctly or as expected.
When I copy pasted the pre-existing code within the assignment, it all showed up just fine. I copied the code onto a separate file and renamed it ‘INDEXTWO.html’ in comparison to my original ‘index.html’. Same code, different filename, and for some reason the html that was under ‘index’ did not display correctly. When I renamed that file into ‘indexy’ (or any other name really) only THEN it actually displayed correctly.
I just thought it was something interesting to talk about, and is there a reason why this happened in the first place? I never had this issue with past projects.
Thanks for reading!
","
Sounds like there are some linking issues in your original code. Please provide your html code and folder tree.
"
155,Absolute position gets hidden conditionally,"Get Help,CSS",display-positioning,3,"
Hello I am a newbie here in web development. I am having some question with CSS position property. Initially, following is my HTML  and CSS code.
HTML
<!DOCTYPE html>
<html lang=""en"" dir=""ltr"">
  <head>
    <meta charset=""utf-8"">
    <link rel=""stylesheet"" href=""test.css"" type=""text/css"">
    <title>Test</title>
  </head>
  <body>
    <div class=""one"">
      
    </div>

    <div class=""two"">

    </div>

    <div class=""three"">
      
    </div>

 </body>
</html>

CSS
* {
  padding: 0;
  margin: 0;
}

.one {
  background-color: indigo;
  color: white;
  height: 100px;
  position: absolute;
}

.two { 
  height: 1000px;
  background-color: chartreuse;
}

.three {
  height: 300px ;
  background-color: crimson;
  position: absolute;
}

I have set absolute position for classes one and three. And these div’s no longer are part of the normal document flow. So div with class two takes all the space.  I am providing a JSFiddle link for the output.
As, we can see, the class two div takes all the space. We do not see class one and three at all as they are no longer part of the normal document flow. Now, I put some text inside class one and three.
HTML
<!DOCTYPE html>
<html lang=""en"" dir=""ltr"">
  <head>
    <meta charset=""utf-8"">
    <link rel=""stylesheet"" href=""test.css"" type=""text/css"">
    <title>Test</title>
  </head>
  <body>
    <div class=""one"">
      <h1>This is start</h1>
    </div>

    <div class=""two"">

    </div>

    <div class=""three"">
      <h1>This is end</h1>
    </div>

  </body>
</html>


I have not changed the CSS. Now, here is the link to new JSFiddle output. As we can see, classes one and three are now visible. But, class one has been partially overlapped by class two as all other space is taken by class two. But class three is just apart from class two. So, I have two questions here. When we included the text in classes one and three, why did they appear even if the position is absolute ? And why class two is behaving differently with class one and class three when the text is introduced ?
Thanks
","
Can anybody help me here ?

Out of normal flow does not mean out of view, it just means the top left corner of the parent (or body) will be the draw location. Since both absolutely positioned divs have the same reference point, one is drawn above the other. The last one to be drawn is the one we see.
"
156,Div positioning changes on different screen resolutions,"Get Help,CSS","box-model,general",3,"
So here is the project I’m working with.
I’ve been trying to solve this particular problem, but can’t figure out how.

111901×914 33 KB

While coding on a higher resolution screen the box palettes were in 2 columns, but after checking the project on a screen with a lower resolution, it changed to 1 column only.
What can be the problem?
Sorry in advance for such a stupid question, but have no idea what to do. Thanks.
","



 natriks:

While coding on a higher resolution screen the box palettes were in 2 columns, but after checking the project on a screen with a lower resolution, it changed to 1 column only.


Sounds to me like you’re describing a common aspect of responsive design - where your site layout adapts to the available screen real estate to optimise the viewing for the visitor.
Given that the project doesn’t seem to give you any boilerplate code to start with (from what I can see), it strikes me as odd that you’d get that behaviour accidentally?
Can you post the HTML and CSS you’re working with? (The learning environment is user-specific, so we can’t see your work by clicking the link.)
Please remember to format the code using the formatting option on the forum.



Here you go
"
157,Search Bar within a container or frame,"Get Help,CSS",general,1,"
I have a real estate website. My live site is https://chucktanner.com My staging site is https://tannercstage.wpengine.com/. I want the Text and search buttons to scroll in on my staging site as it does on my live site. Also, I want to make the search bar in my staging site smaller like my live site. I have gone into theme options on my staging site but not exactly sure how to edit the container/frame to make the search bar smaller. The following is some of the current coding in my theme options.
input[type=“date”], input[type=“email”], input[type=“number”], input[type=“password”], input[type=“search”], input[type=“tel”], input[type=“text”], input[type=“url”], select, textarea, .woocommerce .quantity input.qty {
border-color: #666666 !important;
}
.sidx-searchform .sidx-suggestions-input{
background: rgba(0, 0, 0, 0.2) !important;}
.sidx-container input[type=“text”]{
color: #ffffff; font-size: 20px; font-weight 900; font-family: Trurong, Arial, Sans-Serif;}
.sidx-basic .sidx-field{
font-size: 20px;}
.sidx-button.sidx-primary, .sidx-container button.sidx-primary{
background: rgba(0, 0, 0, 0.3) !important; font-size: 30px;}
.sidx-container .sidx-searchform .sidx-field {
height: 60px !important
}
.iframe-container{
position: relative;
width: 100%;
padding-bottom: 56.25%;
height: 0;
}
.iframe-container iframe{
position: absolute;
top:0;
left: 0;
width: %;
height: 100%;
}
THANK YOU SO MUCH FOR ANY ADVICE YOU COULD OFFER!!!
",
158,Need help coding text into image,"Get Help,CSS",general,3,"
I can’t figure out how to code an image in HTML and in CSS use the image as a background border.
first, the link is shows specs. It’s also how the website should look.

1600×1800 713 KB

The second link is my work.
file:///C:/Projects/Dasmoto%20Art’s%20and%20Crafts/Index.HTML
","
Hi @jpgonzalez1228.
I guess the css property you’re looking for is border-image.

Hi!!
Thank you for getting back to me and helping me. Yes I figured out it was boarder-image and it was also my file name of my css I messed up. I had index.css when it should have been style.css.  Thank you so much for helping me
"
159,Repeat() CSS,"Get Help,CSS",learn-grid,2,"
What is repeat() ?
","
Google is your friend



MDN Web Docs



repeat()
The repeat() CSS function represents a repeated fragment of the track list, allowing a large number of columns or rows that exhibit a recurring pattern to be written in a more compact form.





"
160,CSS span grid,"Get Help,CSS",general,2,"
What is span in CSS grid?
","
span is how many columns wide, or how many rows high.
"
161,If span is an inline element why breaks the line in this practice?,"Get Help,CSS",general,7,"

image1366×768 205 KB


image1366×768 155 KB

Right click and view image to see it clearly.
","
paragraphs are block elements, so you have:
block element
inline element
block element
the block elements cause the inline element to be on its own line. If you would add another inline element (like an image), the span and image would be inline.

Thanks for your explanation, could you tell me please how I can make a block element e.g <p> and the <span> be in the same line?

Depends on why and how. You could nest the span within the paragraph. You could use CSS to change display or positional settings.


image1366×768 208 KB

I put it inside the <p> but looks ugly, I want to have the <span> box just at the adjacent space to the left side of the paragraph without being overlap by the two black boxes.




 stetim94:

You could use CSS to change display or positional settings.


I try to use margin but it mess all around, what I need to use?

span isn’t a box.
with what you want to do, seems like something slightly more sophisticated is needed. You could use inline-block, float, flexbox or grid. There are so many options here.
"
162,Background-Image Not Loading,"Get Help,CSS",selectors-visual,7,"
Hi,
I’ve come a bit unstuck with the Dasmoto’s Arts and Crafts project in the Intro to Local Web Development module. I’ve got everything working with it, except I can’t get the background image for the main title banner to show. I’ve checked, double and triple checked my path definitions in the background-image url attribute but I can’t find any errors. Indeed, I’m using VSCodes auto fill options to navigate to the file, so it should be recognising it (doing this as a seperate img element in the html index file results in the image being displayed fine). Can anyone identify something I’m missing here? My CSS code for this bit is:

.banner {
background-image: url(""./resources/images/pattern.jpeg"");
background-color: slategray;
font-size: 100px;
color: khaki;
text-align: center;
}

and in the HTML:
< 

<!--Title Banner Section-->
<div class = ""banner bold"">
    <h1>Dasmoto's Arts & Crafts</h1>
</div>


Thank you!
","
I managed to fix this by replacing the relative path with the internet url of the image. However, this still feels like it’s a problem. Should I not be able to use background-image with images that are stored locally?

I believe you should be able to. I don’t use the projects, I am broke, however, it seems like you can’t use files on your local storage. Also, what do you mean “local storage?” Is it on Codecademy or on your PC?

By local storage I mean on my PC. I am using VSCode on a Chromebook which means I have to use the linux storage which might be why its causing the issue. However, all the other images that I have stored in the same directory load (albeit with the  element rather then background-image which I haven’t checked) and are displayed correctly.

Yeah, there’s probably some special thing going on with the background-image. You may have to do some research to find an alternative.

What is your file structure in relation to the css file and the resources folder?

Hi,
I was really struggling with this as well. But after some extensive experimenting I managed to get it done with the relative path of the image:
HTML:
<h1 style=background-image:url(Resources/images/pattern.jpeg);background-repeat:no-repeat;height:130px;>Dasmoto's Arts & Crafts</h1>

However, I’m super new at coding so I don’t know if this code would even be acceptable.
"
163,Fotomatic - Even the solution code won't work!,"Get Help,CSS",display-positioning,2,"
Hello everyone,
First, sorry for my bad english, second:
I downloaded the “broken code” from the exercise “Fotomatic” (responsive design css), and when I tried to make the header’s desktop version disappear on mobile size (max-width: 450px), and to make the mobile version appear, it was not working… I was looking at different devices under 450px width in the “inspect” of chrome and firefox but it was not working… when I changed 450px to 1000px, it was good… After 2 hours, I decided to look at the solution code, and I have found out… that even the solution code won’t work!
Take a look… here is how it should be the header on mobile size:
https://s3.amazonaws.com/codecademy-content/courses/freelance-1/capstone-1/specs/fotomatic_spec_landing.png(image larger than 4096KB)

And here is the solution code (look at the inspect on iphone and other devices under 450px)
https://s3.amazonaws.com/codecademy-content/courses/freelance-1/capstone-1/solution/index.html
I also uploaded the solution code on a hosting, and I was looking at it on my own Iphone X which has 375px width, and it was not working… So I think that there is a huge problem with the solution code.
Or… am I wrong? I don’t think so… How can I report this problem to the staff?
Thanks in advance, happy coding ! 
","
When I look at the image, it appears to me that it is a square, and not really a banner. I think you should change the size of the image and get rid of the unneeded whitespace. See if that works.
"
164,CSS Explosion Prevention,"Get Help,CSS",general,4,"
For a project (shuftipro) I work on, I have relied heavily on CSS. At the moment, all CSS-styles are applied per class, so I’m now trying to move it to an external style to assist with future changes.
But I notice that I get a “CSS Explosion.” Now the problem is that I have difficulty deciding how best to organise and abstract data in the CSS file.
I use many div tags within the site and switch from a highly table-based site. So I get a lot of CSS selectors like this:
div.title {
  background-color: blue;
  color: white;
  text-align: center;
}

div.footer {
  /* Styles Here */
}

div.body {
  /* Styles Here */
}

/* And many more */

This is not too bad yet, but as I am a beginner, I wonder if it could be recommended how the different parts of a CSS file could be arranged best. For every item of my website, I don’t want a separate C SS tag, but I always want the CSS file very intuitive and simple to read.
My last goal is to make the CSS files easy to use and to demonstrate their ability to speed up the development of the site. In the future, other people who may work on this project are also able to use good coding standards, instead of the way I did.
","
Hey,
I feel your pain.
There are many ways to organize your CSS. Very subjective also since it is very much based on personal preferences.  Only hint I can give you is to section of parts in a way that is logical to you so you know where to adjust things if needed.
Mozilla has a document on organizing CSS, perhaps this can be of any assistance to you.



MDN Web Docs



Organizing your CSS
As you start to work on larger stylesheets and big projects you will discover that maintaining a huge CSS file can be challenging. In this article we will take a brief look at some best practices for writing your CSS to make it easily maintainable,...





Happy coding!

Thanks @janneslohmeijer for your golden words. My entire reason for asking this question started with seeing some scary CSS designed by a graphic artist. Maybe we need some better training for them?

This topic was automatically closed 18 hours after the last reply. New replies are no longer allowed.
"
165,CSS Code Challenge: Step 6,"Get Help,CSS",general,5,"
Hello, I have been using Codecademy for about 2 weeks now and I’m afraid there’s something I’m not seeing in the “CSS Code Challenge: Step 6/12”. Link:
https://www.codecademy.com/paths/web-development/tracks/getting-more-advanced-with-design/modules/css-code-challenges/lessons/learn-css-code-challenges/exercises/inline-challenge
My code snippet:
input[type=text] {
text-align: center;
width: 90%;
margin: 0 auto;
}
Doesn’t seem to be meeting the requirements for the challenge as I keep being returned a:
"" Did you add a CSS input selector inside style.css ?""
Error when I attempt to run it. I’m not sure if there is some minor detail that is missing from my code to make the lesson accept it, or if I am fundamentally not grasping what the lesson is asking of me. I would appreciate any insight. Thank you.
","
It wants to restrict it to just text inputs? Or all inputs?
If the latter, try changing your selector to input{} (removing the text type).

From a style guide perspective, we should not center align input fields but leave them with the default alignment (left). This is a usability and accessibility concern.
Agree with the above reply that suggests not using the attribute selector. Moot, now.

I attempted your suggestions, but to no avail unfortunately. I appreciate the help. Also, the center alignment was part of the assignment. In the assignment you are to essentially surgically remove the style settings from an HTML document, and compensate for their removal via CSS.

UPDATE: Still not sure exactly what happened, but I copied all of my code, closed the browser, then re-opened the exercise and pasted the code back. Low and behold, it worked. So I’m not sure what happened, but I thank you for your help.
"
166,Best practice use for width and height? % or vh and vw? or em?,"Get Help,CSS",general,4,"
So I’ve been playing around with CSS and I’ve come to realize that % and vh and vw are almost identical but I also don’t know if I should use em. What’s the best practice in the field?
","
“almost identical” is an overstatement.
Yes they are measurements that are relative.
But, where % relates to the size defined in the parent element. Meaning its size changes with each iteration.
vh relates to the height of the window
vw relates to the width of the window
These parameters are used to make your webpage responsive, i.e. readable in different sizes of viewing windows (mobile, desktop, tablet).

is it better to use % or vh/vw?

That depends entirely on what it is you want to achieve in your website aesthetic design. There no such thing as a better parameter.
"
167,Position question,"Get Help,CSS",display-positioning,3,"
Is it best practice to use position relative over the default of position static?
","
Depends on what it is you would like to achieve.


CSS-Tricks



position | CSS-Tricks
The position property can help you manipulate the location of an element, for example: .element { position: relative; top: 20px; } Relative to its






This topic was automatically closed 18 hours after the last reply. New replies are no longer allowed.
"
168,What is reset.css file used for?,"Get Help,CSS",general,2,"
What is reset.css used for? And why not just use the reset information inside of the original style.css file?
","
reset.css is used to reset the webpage, incase you want to make everything original again, if you messed up, or had a change of heart.
"
169,Change in color theme?,"Get Help,CSS",box-model,1,"
Is it me or the exercises color theme change?
",
170,"Why does codecademy keeping saying my code is wrong, also why does nothing change on the website model when I change things in css","Get Help,CSS",selectors-visual,6,"


gist.github.com


https://gist.github.com/codecademydev/69f45cb2eac9ab870d4c11017dd938a8
index.html
<!DOCTYPE html>
<html>

<head>
  <title>The Rise of Soccer in The US</title>

  <link href=""style.css"" type=""text/css"" rel=""stylesheet"">
</head>

<body>
This file has been truncated. show original
style.css
body {
  /* Old browsers */
  background: #141E30;
  /* Chrome 10-25, Safari 5.1-6 */
  background: -webkit-linear-gradient(-45deg, #35577D, #141E30);
  /* W3C, IE 10+/ Edge, Firefox 16+, Chrome 26+, Opera 12+, Safari 7+ */
  background: linear-gradient(-45deg, #35577D, #141E30);
  margin: 0;
  padding: 0;
}
This file has been truncated. show original







This has happened in more than just CSS and even within the same exercise. For example, this practice has me change the font size of the paragraph labeled p to 18px. I then add “font-size: 18px;” within the curly-brackets and it says that it is wrong, afterwards I will ask for solution and nothing would have changed and the code added will be exactly the same as what I had. What is going on and am I doing something wrong?
Furthermore, while I play around with css and run the command that it asks nothing changes on the front-end website model, is that normal or is something going on?
Thank you
","
For your first question (code never changes, am i doing something wrong), the answer is no you are not doing anything wrong. The same thing happens to me.
For your second question (css tinkering, nothing changes), the question from me is what exactly are you changing? Is it the font (which is very noticable) or like margins or something?
My question: is this problem happening always (every time you change something) or just sometimes?

My problem is happening all of the time consistently and I can’t even do the assignments properly because nothing on the front end changes so I’m at a standstill in css and don’t know what to do. But for instance I changed a photo from very small to medium and then very high pixels and nothing happened, but when I chanced the height and width in the image on the front end html it changed. But it’s nice to know I’m not doing things wrong. And how do I go about it is what I’m wondering now.

Literally, just now I was taking the CSS course and it did the same thing. Perhaps our computers just aren’t used to whatever code Codecademy courses use to link stylesheets (I hope you understand, that was a mouthful).
To get around this, maybe you could do your best with the exercises, learn, click that show solutions button, and just feel confident in yourself until someone fixes it. Then when you build your own website you could use what you learned without any issues.

I too have had this issue before.  Maybe worth it to report a bug?

Yea, I brought it up to Codecademy support and they told me that their engineers were going to look at it and that I should keep them updated but it’s honestly all throughout the css practice so it’s hard to do so.
"
171,CSS SELECTOR help,"Get Help,CSS",general,5,"
been googling this a while and cant see to find a answer. what is the correct css syntax to select individual A TAG in the DIV without having to give them class under this html code.
Only thing i could find is
a:first-child and
a:nth-child(#)
HTML>
BODY>
DIV>
A>
A>
A>
/D>
D>
A>
A>
A>
/D>
D>
A>
A>
A>
/D>
/BODY>
","
a {
hover-color:green;
}
a {
text-size:30;
}
etc. I hope this helped!

that targets all a tags , i want to able to target them individually

You will have to use an ID. That should work.

Hi there!
See this page on classes and IDs.  As @naomipinkflower says, you’ll need (and probably want) to use one of the two to reference an individual element.
Alternatively, you have the option to style an element inline, by using the element style property.  For example:
<p style=""color:white; text-align:center;"">Hello, World!</p>

This <p> element will have a color “white”, and will be center aligned.  If you’re only using this code once, and you’re okay with it being written this way, it might be best to do it this way.
You can take a look at this page relating to the different style formats.
"
172,Cursive Font Showing Up As Comic Sans MS,"Get Help,CSS",learn-typography,4,"
Project Link: https://www.codecademy.com/courses/learn-css/lessons/css-setup-selectors/exercises/id-name?action=resume_content_item
Hello! I was following the project link above when it asked me to change a font to cursive. I did as it said, but instead of showing the cursive font, it showed the Comic Sans MS font which DEFINITELY wasn’t cursive.  I found a link to the old forums here:
https://www.codecademy.com/forum_questions/5578e45776b8fef62d0007f7
But I couldn’t follow the reply that well.
Hoping someone could help me with this.
Thanks!
","



 eliotthodges47503802:

Comic Sans MS font which DEFINITELY wasn’t cursive


On Windows machines, Comic Sans MS is the default cursive font.

Now that I know, but I don’t know how to change it.

Do you need to change it? If you use the generic family in your CSS,
font-family: cursive;

it will default to whatever your machine is set to. You can change your system settings, but be sure to research first so you know that you are replacing Comic Sans MS with another cursive font.
The simple approach that does not require any settings changes is to write a short list of cursive fonts,
font-family: font1, font2, font3, cursive;

where font1 is the font of choice, if available, font2 is the alternate, font3 is another alternate (in order of preference) and cursive is the fallback when none of the others are available on that system.
"
