,Title,Categories,Tags,Replies,Post,Comment
142,Ravenous part 4 bad request,"FAQ,React.js","react-components,general",3,"
https://www.codecademy.com/paths/web-development/tracks/front-end-applications-with-react/modules/ravenous-part-four/projects/interacting-with-yelp-api
Hello,
I am having a problem similar to other people have had on the forums but I am going goggle eyed trying to make sense of this problem. I think it’s time to ask for some help with my code.
I get this problem:
TypeError: Cannot read property ‘map’ of undefined
Here is my code:
BusinessList.js
import React from 'react';
import './BusinessList.css';
import Business from '../Business/Business';

class BusinessList extends React.Component {
  render (){
    return (
      <div className=""BusinessList"">
      {
        this.props.businesses.map(business => {
        return <Business business={business} key={business.id} />;
      })
    }
     </div>
    );
  }
}

export default BusinessList;


SearchBar.js
import React from 'react';
import './SearchBar.css';

class SearchBar extends React.Component {
  constructor(props) {
    super(props);

    this.state = {
      term: '',
      location: '',
      sortBy: 'best_match'
    };

    this.handleTermChange = this.handleTermChange.bind(this);
    this.handleLocationChange = this.handleLocationChange.bind(this);
    this.handleSearch = this.handleSearch.bind(this);
    this.handleSortByChange = this.handleSortByChange.bind(this);

    this.sortByOptions = {
      'Best Match' : 'best_match',
      'Highest Rated': 'rating',
      'Most Reviewed' : 'review_count'
    };
  }

  getSortByClass(sortByOption){
    if (this.state.sortBy === sortByOption){
      return 'active';
     }
        return '';
    }

    handleSortByChange(sortByOption){
      this.setState({sortBy: sortByOption});
    }

    handleTermChange(event){
      this.setState({term: event.target.value});
    }

    handleLocationChange(event){
      this.setState({location: event.target.value});
    }

    handleSearch(event){
      this.props.searchYelp(this.state.term, this.state.location, this.state.sortBy);
      event.preventDefault();
    }


  renderSortByOptions(){
    return Object.keys(this.sortByOptions).map(sortByOption => {
      let sortByOptionValue = this.sortByOptions[sortByOption];
      return (<li className={this.getSortByClass(sortByOptionValue)}
                key={sortByOptionValue}
                onClick={this.handleSortByChange.bind(this, sortByOptionValue)}>
                {sortByOption}
              </li>);
            });
          }


  render(){
    return(
      <div className=""SearchBar"">
        <div className=""SearchBar-sort-options"">
          <ul>
            {this.renderSortByOptions()}
          </ul>
        </div>
      <div className=""SearchBar-fields"">
        <input placeholder=""Search Businesses"" onChange={this.handleTermChange} />
        <input placeholder=""Where?"" onChange={this.handleLocationChange} />
      </div>
      <div className=""SearchBar-submit"">
        <a  href=""www.#.com"" onClick={this.handleSearch}>Let's Go</a>
     </div>
   </div>
  );
 }
}

export default SearchBar;


App.js
import React from 'react';
import './App.css';

import BusinessList from '../BusinessList/BusinessList';
import SearchBar from '../SearchBar/SearchBar';
import Yelp from '../../util/Yelp';

class App extends React.Component {
  constructor(props){
    super(props);

    this.state = {
      businesses: [],
    };
    this.searchYelp = this.searchYelp.bind(this);
  }
  searchYelp(term, location, sortBy){
    Yelp.search(term, location, sortBy).then(businesses =>
      {this.setState({businesses: businesses});
    });
  }


  render() {
    return (
      <div className =""App"">
        <h1>ravenous</h1>
        <SearchBar searchYelp={this.searchYelp} />
        <BusinessList businesses={this.state.businesses}/>
      </div>
    );
  }
}

export default App;


Business.js
import React from 'react';
import './Business.css';

class Business extends React.Component {
  render (){
    return (
      <div className=""Business"">
        <div className=""image-container"">
          <img src={this.props.business.imageSrc} alt=''/>
        </div>
        <h2>{this.props.business.name}</h2>
        <div className=""Business-information"">
          <div className=""Business-address"">
            <p>{this.props.business.address}</p>
            <p>{this.props.business.city}</p>
            <p>{`${this.props.business.state} ${this.props.business.zipCode}`}`</p>
        </div>
        <div className=""Business-reviews"">
          <h3>{this.props.business.category}</h3>
          <h3 className=""rating"">{`${this.props.business.rating} stars`}</h3>
          <p>{`${this.props.business.reviewCount} reviews`}</p>
        </div>
      </div>
    </div>
    );
  }
}


export default Business;


Yelp.js
const apiKey = '63h9DgR-UVHpSuojUZ2uGSZdhOv-hkA3_u41bYIp5mBwEEVT_mn15p6fdzfFdy5o3UxKkCcOoKdEhf6nOX8Gb1UBH8wHMF4ZA-rqQGzKhpSvQ3inBxjqPlbfPuOXnYx';



const Yelp = {
  search(term, location, sortBy) {
    return fetch(`https://cors-anywhere.herokuapp.com/https://api.yelp.com/v3/businesses/search?term=${term}&location=${location}&sort_by=${sortBy}`,
    {headers: {Authorization:`Bearer ${apiKey}`}
    }).then(response => {return response.json();
    }).then(jsonResponse => {if(jsonResponse.businesses)
      { return jsonResponse.businesses.map(business => ({
        id: business.id,
        imageSrc: business.image_url,
        name: business.name,
        address: business.location.address1,
        city: business.location.city,
        state: business.location.state,
        zipCode: business.location.zip_code,
        category: business.title,
        rating: business.rating,
        reviewCount: business.review_count
        }));
      }
    });
  }
};

export default Yelp;


Many thanks in advance of any help or advice!!
","
Hey em. Check if your App state array is updating. The JsonResponse map method is not returning anything and has an extra set of parentheses. Here is an excerpt to validate your code with:
then(jsonResponse => {
      if(jsonResponse.businesses) { //Check if response is valid by making sure it has a businesses key
        return jsonResponse.businesses.map((business) => {
          return { //Object with valid values
            id: business.id,
            imageSrc: business.image_url,
            name: business.name,
            address: business.location.address1,
            city: business.location.city,
            state: business.location.state,
            zipCode: business.location.zip_code,
            category: business.categories[0].title,
            rating: business.rating,
            reviewCount: business.review_count,
          }
        });
      };
    })


Hello CxSG,
Thanks for your reply to my problem.
I have added the extra return and {}'s as suggested in your excerpt. However, I still am getting this error -
TypeError: Cannot read property ‘map’ of undefined in the BusinessList.render.
Any clues to what may be wrong?
BusinessList.render
"
143,Trying to install npm create-react-app,"FAQ,React.js",general,2,"
Currently trying to install create-react-app, i typed ‘npm install -g create-react-app’ into my MacOS terminal, and have received various errors.
2418 verbose stack Error: EACCES: permission denied, symlink ‘…/lib/node_modules/create-react-app/index.js’ -> ‘/usr/local/bin/create-react-app’
2419 verbose cwd /Users/tomleach
2420 verbose Darwin 19.0.0
2421 verbose argv “/usr/local/bin/node” “/usr/local/bin/npm” “install” “-g” “create-react-app”
2422 verbose node v12.16.2
2423 verbose npm  v6.14.4
2424 error code EACCES
2425 error syscall symlink
2426 error path …/lib/node_modules/create-react-app/index.js
2427 error dest /usr/local/bin/create-react-app
2428 error errno -13
2429 error Error: EACCES: permission denied, symlink ‘…/lib/node_modules/create-react-app/index.js’ -> ‘/usr/local/bin/create-react-app’
2429 error  [OperationalError: EACCES: permission denied, symlink ‘…/lib/node_modules/create-react-app/index.js’ -> ‘/usr/local/bin/create-react-app’] {
2429 error   cause: [Error: EACCES: permission denied, symlink ‘…/lib/node_modules/create-react-app/index.js’ -> ‘/usr/local/bin/create-react-app’] {
2429 error     errno: -13,
2429 error     code: ‘EACCES’,
2429 error     syscall: ‘symlink’,
2429 error     path: ‘…/lib/node_modules/create-react-app/index.js’,
2429 error     dest: ‘/usr/local/bin/create-react-app’
2429 error   },
2429 error   stack: “Error: EACCES: permission denied, symlink ‘…/lib/node_modules/create-react-app/index.js’ -> ‘/usr/local/bin/create-react-app’”,
2429 error   errno: -13,
2429 error   code: ‘EACCES’,
2429 error   syscall: ‘symlink’,
2429 error   path: ‘…/lib/node_modules/create-react-app/index.js’,
2429 error   dest: ‘/usr/local/bin/create-react-app’
2429 error }
2430 error The operation was rejected by your operating system.
2430 error It is likely you do not have the permissions to access this file as the current user
2430 error
2430 error If you believe this might be a permissions issue, please double-check the
2430 error permissions of the file and its containing directories, or try running
2430 error the command again as root/Administrator.
2431 verbose exit [ -13, true ]
I’ve tried to uninstall and delete the node and node_modules directories as I read on stackpost and then re-installed the LTS.pkg again, although I’ve read that this can be something to do with using a .pkg file on a mac and I need to use sudo?
Would really appreciate any help that someone can offer 
","
I solved this by simply running:
sudo npm install -g create-react-app
and adding in my password.
"
144,Jamming Project - Stuck on steps 40-47,"FAQ,React.js",general,2,"
Hi guys - I’m a bit stuck on steps 40-47.
link: https://www.codecademy.com/paths/build-web-apps-with-react/tracks/react-capstone/modules/jammming-capstone/projects/jammming-prj
I’ve watched the walk thru video a bunch of times, but I cannot see why my code isn’t producing the same result. Is my VS Code is changing the addTrack as mine is turning yellow, whereas in the video it stays blue? Does this make a difference? It’s doing this on all three files 
App.js

image2290×611 67 KB

SearchResults.js

image1831×848 78.6 KB

Track.js

image2568×1045 230 KB

When I run the project and check Dev Tools on TrackList - it doesn’t show the same as on the video, it stays greyed out

image478×734 22.5 KB

Link to my full code is here: https://github.com/CrimsonGracie/jamming
Thanks for your help!
Claire 
","
In Track.js you have this.onRemove = ... in your constructor, but it should be this.removeTrack = ...
"
145,Ravenous - Part 4,"FAQ,React.js",general,3,"
Hello guys. I am on the last part of “Ravenous” App and this is the first time I came here out of pure desperation. I watched and re-watched the video solution, triple-checked my code and compared to other students’ code from github.
I keep getting the TypeError: this.props.businesses is undefined error. And I’m all out of ideas.
I went through many topics and things that worked for other don’t work for me. I’m sure it must be a comma o a semicolon or something, but at this point I’m too afraid to look at it 
Here is the link to the github:



GitHub



thebadteacher/ravenous
Contribute to thebadteacher/ravenous development by creating an account on GitHub.






","
Same here, I just gave up after a few hours of going at it

Hi,
In App. js
try changing :
searchYelp(term, location, sortBy) {
Yelp.searchYelp(term, location, sortBy).then((businesses) =>{
this.setState({ businesses: businesses });
});
}
to:
searchYelp(term, location, sortBy) {
Yelp.search(term, location, sortBy).then((businesses) =>{
this.setState({ businesses: businesses });
});
}
"
146,Create-react-app produces command not found,"FAQ,React.js",,8,"
hey, i’ve just started the ravenous react proj, and i cant install my new react app (“create-react-app ravenous”) in the terminal.
it tells me the the command is not found (""-bash: create-react-app: command not found"").
i checked again to verify that the npm is installed globally (which it was).
i checked also npm -v and it showed me “6.9.0”.
and i checked  that i’m doing all of that process in an empty new folder i’ve created especially for this particular project.
i use mac and i’ve tried both “sudo-create-react app” & “create -react-app”.
link to the task:
(https://www.codecademy.com/paths/web-development/tracks/front-end-applications-with-react/modules/ravenous-part-one/projects/create-prj-components)
","
Hi, This is a cool project! You will enjoy this!
Have you run this command?
‘npm install -g create-react-app’
This is in the article just before:
https://www.codecademy.com/paths/web-development/tracks/front-end-applications-with-react/modules/ravenous-part-one/articles/how-to-create-a-react-app




 itai2700:

https://www.codecademy.com/paths/web-development/tracks/front-end-applications-with-react/modules/ravenous-part-one/projects/create-prj-components


Hi
I’m upping this thread as I’m encountering the same issue but couldn’t find a way to solve it.
I have run the “npm install -g create-react-app” but without the “-g” part, as running it with the -g would give me an access error. The result was the following:
npm WARN deprecated mkdirp@0.5.4: Legacy versions of mkdirp are no longer supported. Please update to mkdirp 1.x. (Note that the API surface has changed to use Promises in 1.x.)
npm WARN saveError ENOENT: no such file or directory, open ‘/Users/alpha/Downloads/Coding/package.json’
npm notice created a lockfile as package-lock.json. You should commit this file.
npm WARN enoent ENOENT: no such file or directory, open ‘/Users/alpha/Downloads/Coding/package.json’
npm WARN Coding No description
npm WARN Coding No repository field.
npm WARN Coding No README data
npm WARN Coding No license field.
+ create-react-app@3.4.1
added 99 packages from 47 contributors and audited 193 packages in 6.92s
5 packages are looking for funding

run npm fund for details*

found 0 vulnerabilities
So it seems it got installed somehow.
After that, I’ve tried to run “create-react-app projectname” in the terminal but it got me a “-bash: create-react-app: command not found”
Could you help me solving this issue and moving forward in the project?
Thank you very much in advance for your help.




 ruby0855699667:

So it seems it got installed somehow.


But you don’t understand why. Which is a problem. What does the -g flag do? Have you googled?



 ruby0855699667:

After that, I’ve tried to run “create-react-app projectname” in the terminal but it got me a “-bash: create-react-app: command not found”


make sense, given what the consequence is of omitting the -g flag.
the -g flag install the package Globally, so without the the -g flag, the package is installed locally in your project. But the local package is very like not in your path.

Thanks for the fast reply!
I have actually decided to try without the -g, based on an explanation you have given on another thread, and I quote:
"" you do understand by now that  -g  means you want to install the package globally (for all users)? This does require “administrator” privileges indeed.
you can also install the package only for your current user, then you don’t need special permission""
I thought this wouldn’t create new difficulty afterwards, but it did. So the solution to this is to re-install it but globally this time? Is there a way to do so without encountering the first access error I had in the 1st place?
Thanks for your time

Even i keep learning, i would personally check the package website:
https://github.com/facebook/create-react-app
to see what the recommended approach is. Seems to be to use npx

Thank you!
npx seems to fix the problem for now. I’ll spend some time digging into “why” 

what i know (been a while since i used npx) is that npx knows the path of the locally installed packages, making it easier to run the packages.
i think you could use npm as well, but then you get something like:
./node_modules/react/bin/somescript

or something.
"
147,Can Anyone help me with an approach for a challenging Reactjs problem?,"FAQ,React.js",components-interacting,2,"
Please follow the mentioned guidelines while doing this assignment:

Create a UI using ReactJS and SASS.
Use React to create 2 different components to append selected values on the right-hand column with the headings using Redux States (Refer Page Test1@2x.jpg)
Please make sure that if we uncheck the left checkbox then that value should be removed from the right-hand column.
When all the options are unchecked from any heading then all the values and heading will also be removed from the right-hand column.
Please make sure that if we remove an option from the Right side column, then that respective option should get unchecked automatically. (Refer page Test2@2x.jpg)![Test 2@2x|690x388]
Test 1@2x2880×1620 160 KB



","
Welcome to the forum!
As you say yourself this is an assignment, we’re not going to do the work for you.
If you’ve already made an attempt, and are struggling with a specific part, please post the work you have completed so far and we’ll try and help you along. What we won’t do, though, is give you a complete solution because handing you the answer is not how you’ll learn. 
"
148,Video Player - how to center the main div?,"FAQ,React.js",general,1,"
Hi all,
I’m trying to run https://www.codecademy.com/courses/react-102/projects/video-player in VS Code. It runs well, but I can’t center the global div. All elements (title, menu & video) are stucked to the left.
Even after adding
.center-div {   margin: 0 auto;   width: 800; } in index.css,
import './index.css'; in App.js,
and
render() {     return (       <div className=""center-div"">         <h1>Video Player</h1>         <Menu chooseVideo={this.chooseVideo} />         <Video src={this.state.src} />       </div>     );   } in App.js
How can I get all elements centered in the page ?
",
149,Jamming Playlist component breaking the TrackList component,"FAQ,React.js",advanced-react,2,"
So my code is rendering just fine up until step 38.  The map function for TrackList’s props is working normally and the track info (name of song, artist and album) is being displayed perfectly.
However, for some strange reason whenever I add the TrackList component, even without any props, to the Playlist JSX, the map function in the TrackList component breaks. Here is the render method on my TrackList Component:
render() {


    return(
      <div className=""TrackList"">
        {
          this.props.searchResults.map(track => {
            return <Track searchResultInfo={ track } key={ track.id } /> })
        }
      </div>
    )
  }

This is the whole Playlist component:
class Playlist extends React.Component {
  render() {
    return (
      <div className=""Playlist"">
        <input defaultValue={ 'New Playlist' }/>
        <TrackList />  <------ This is what seems to be breaking the code
        <button className=""Playlist-save"">SAVE TO SPOTIFY</button>
      </div>
    )
  }
}

I am getting this error message now.

Screen Shot 2020-03-27 at 10.36.32 PM1152×452 53.1 KB

It says error is occurring at the TrackList component but whenever is called from the Playlist JSX.
“The above error occurred in the  component:
in TrackList (at Playlist.js:10)”
Whenever I delete the TrackList component from Playlist, the page renders just fine once more. Here is all the code within the App component:
  constructor(props) {
    super(props);

    this.state = {
      searchResults: [
        {name: 'March to the Sea', artist: 'Baroness', album: 'No clue', id: 1},
        {name: 'Prehistoric Dawg', artist: 'Red Fang', album: 'Catdog', id: 2},
        {name: 'Awake', artist: 'Tycho', album: 'Sunrise', id: 3}
      ],
      playlistTracks: [
        {name: 'March to the Sea', artist: 'Baroness', album: 'No clue', id: 1},
        {name: 'Prehistoric Dawg', artist: 'Red Fang', album: 'Catdog', id: 2},
        {name: 'Awake', artist: 'Tycho', album: 'Sunrise', id: 3}
      ],
      playlistName: 'Faya',
    }
  }

  render() {
    return (
      <div>
        <h1>Ja<span className=""highlight"">mmm</span>ing</h1>
        <div className=""App"">
          <SearchBar />
          <div className=""App-playlist"">
            <SearchResults searchResult={ this.state.searchResults } />
            <Playlist playListTrackList={ this.state.playlistTracks }
            playName={ this.state.playlistName } />
          </div>
        </div>
      </div>
    )
  }
}

Please please please let me know if anyone has any idea on how to solve this. I have compared every single detail with the walkthrough and also with the finished project but neither seems to have the answer.
Thanks!!!
","
So I have since solved the issue by conditionally saving the props array to a variable like this:
    let arr = this.props.searchResults;
    let trackArr;
    if(Array.isArray(arr)) {
      trackArr = arr.map((track) => {
        return <Track searchResultInfo={ track } key={ track.id } /> }
      )
    }

I just added the variable to the JSX and it is working normally.
"
150,Ravenous part 1 - Task 8 - failed to compile,"FAQ,React.js",react-components,2,"
I moved the app.js and app.css in the new directory components/App. Then I updated the path like this
import App from './components/App/App';
Following error occures.
Failed to compile
index.js:1 ./src/components/App/App.js
Module not found: Can't resolve './././logo.svg' in '/Users/remogirard/Playground/react_practice/ravenous/src/components/App'


Bildschirmfoto 2020-03-26 um 21.03.432160×1986 486 KB


Bildschirmfoto 2020-03-26 um 21.04.031532×1338 229 KB

","
 Just found the problem import logo from './../../logo.svg';
"
151,Ravenous: Part 1 - create-react-app did not produce a render function in App.js,"FAQ,React.js",,3,"
https://www.codecademy.com/paths/web-development/tracks/front-end-applications-with-react/modules/ravenous-part-one/projects/create-prj-components
I assume that there have been some updates to the create-react-app command where the default App.js files gives an output like:
function App() {
  return (
    <div className=""App"">
      <header className=""App-header"">
        <img src={logo} className=""App-logo"" alt=""logo"" />
        <p>
          Edit <code>src/App.js</code> and save to reload.
        </p>
        <a
          className=""App-link""
          href=""https://reactjs.org""
          target=""_blank""
          rel=""noopener noreferrer""
        >
          Learn React
        </a>
      </header>
    </div>
  );
}

The project requires us to edit the “render()” method with the app component (STEP 46). However this is no longer what the command produces. I assume the project will still work when I modify the return statement, but can someone explain why there is no an “App” component with a render function in this file? Is there a particular reason? Would this file function just fine if I replaced everything with the typical static components we have created so far?
","
I just came across the same problem. Surprised no one has said anything in response to this in all this time. Perhaps somewhere else in the forums?

Same issue here. I’m getting the same code supertonic00 printed above. I’m wondering if there was an error in creating my app but my terminal switched to the “compiled successfully” screen so I can’t go back and check.
"
152,[Jamming project],"FAQ,React.js","advanced-react,general",3,"
Hi there,
I’ve got stuck on Jammming project,

image1340×362 17.5 KB

I checked React Dev Tool and my props actually an array,. but why it cannot use map method.
","
Hi TagRunner, TypeError should suggest what the problem is. this.props.tracks should be an array data type, because the map() is an array method. I would first look through and see if the this.props.tracks is a actually an array.

Also, this thread is already discussing the same problem: Jammming project - TrackList props are showing in dev tools but trying to use map() on them gives a TypeError showing as undefined
"
153,Need help understanding TypeError: this.props.tracks is undefined,"FAQ,React.js","advanced-react,general",4,"
Hello, I am working on Jamming Project. I have it set up and should be running by now, except I get the error listed above.
The big issue is I kind of got stuck and mimicked TrackList from the source code, so i am not understanding why TrackList would be throwing an error. Because of this I feel like maybe there is an error in another file that feeds into TrackList, besides Track because is also source code, but I do not understand what data TrackList could be getting because I can’t even get the webpage to pull up before this error is thrown.
Any advice would be greatly appreciated, and maybe if someone could go into more detail what TrackList is actually doing. I am decent in javaScript but just started working with frameworks about a month ago so this is both new and not new.
import React from 'react';

import './TrackList.css';

import Track from '../Track/Track';

class TrackList extends React.Component {
  render() {
    return (
      <div className=""TrackList"">
        {
          this.props.tracks.map(track => {
            return <Track track={track}
                          key={track.id}
                          onAdd={this.props.onAdd}
                          isRemoval={this.props.isRemoval}
                          onRemove={this.props.onRemove} />
          })
        }
      </div>
    );
  }
}

export default TrackList;

","
When you are using the TrackList component you are not passing in tracks, something like this:
<TrackList tracks= {[a, b]} />

You will also need to add onAdd, isRemoval and onRemoval.

Hello, @digitalplayer58973.
Welcome to the forums.
This code looks fine. You might double check your app.js file, or post the code.

First, sorry about my username. I missed to change that.
I have the same problem, but as it seems earlier in the project. I did the project twice until this point and followed the video instruction every time, only leading to this error again.
I figured that it might have something to do with binding a method which seems to be crucial in JSX. Sorry, I’m quite a newbie still.
class TrackList extends React.Component {
    constructor(props) {
        super(props);
        this.mapTracks = this.mapTracks.bind(this);
    }

    mapTracks() {
        this.props.tracks.map(track => {
            return <Track track={track} key={track.id} />
        });
    }

    render() {
        return(
            <div className=""TrackList"">
                {this.mapTracks()}
            </div>
        )
    }
}

If anyone had that experience or knows about how binding the method would work, I’d be grateful to hear!
"
154,I stuck in project Jamming,"FAQ,React.js",advanced-react,2,"
Hello , Project Jamming
I Stuck and trying to make request to Spotify server to complete project but I fail to do it , I watched Walkthrough and followed every step .
I’m trying to make requests to spotify independently outside of Jamming project to see response and fix , this is code I’m trying to run in , every other part of project works well just fetching response I fail
const clientId = 'ff1b7ba01ae24c469fa72a0bc39caa26';
const redirectUri = 'http://localhost:3000';
let accessToken;

const spotify = {
    getAccessToken() {
        if (accessToken) {
            return accessToken;
        }
        // check for access toke match
        const accessTokenMatch = window.location.href.match(/access_token=([^&]*)/);
        const expiresInMatch = window.location.href.match(/expires_in=([^&]*)/);

        if (accessTokenMatch && expiresInMatch) {
            accessToken = accessTokenMatch[1];
            const expiresIn = Number(expiresInMatch[1]);

            window.setTimeout(() => accessToken = '', expiresIn * 1000); // No Idea what this line doing ?
            window.history.pushState('Access Token', null, '/'); // No Idea what this line doing ?
            return accessToken;
        } else {
            const accessUrl = `https://accounts.spotify.com/authorize?
            client_id=${clientId}&response_type=token&scope=playlist-
            modify-public&redirect_uri=${redirectUri}`;
            window.location = accessUrl; // No idea what this line doing ???

        }
    },
    search(term) {
        console.log('access0');
        const accessToken = `https://accounts.spotify.com/authorize?
        client_id=${clientId}&response_type=token&scope=playlist-
        modify-public&redirect_uri=${redirectUri}`

        return fetch(`https://api.spotify.com/v1/search?type=track&q=${term}`, 
        { header: {

            Authorization: `Bearer ${accessToken}`

        } }).then(response => {
            console.log(response)  // trying to log this :
/* Response
​
body: ReadableStream
​​
locked: true
​​
<prototype>: object { … }
​
bodyUsed: true
​
headers: Headers
​​
<prototype>: HeadersPrototype { append: append(), delete: delete(), get: get(), … }
​
ok: false
​
redirected: false
​
status: 401
​
statusText: ""Unauthorized""
​
type: ""cors""
​
url: ""https://api.spotify.com/v1/search?type=track&q=michael""
​
<prototype>: ResponsePrototype
​​
arrayBuffer: function arrayBuffer()
​​
blob: function blob()
​​
body: 
​​
bodyUsed: 
​​
clone: function clone()
​​
constructor: function ()
​​
formData: function formData()
​​
headers: 
​​
json: function json()
​​
ok: 
​​
redirected: 
​​
status: 
​​
statusText: 
​​
text: function text()
​​
type: 
​​
url: 

*/
            return response.json();
        }).then(jsonResponse => {
            if (!jsonResponse.tracks) {
                return [];
            }
            return jsonResponse.tracks.items.map(track => ({
                    id: track.id,
                    name: track.name,
                    artists: track.artists[0].name,
                    album: track.album.name,
                    uri: track.uri
            }));
        });
    },
    savePlayList(name, trackUris) {
        if (!name || !trackUris.length) {
            return;
        }

        const accessToken = spotify.getAccessToken();
        const headers = { Authorization: `Bearer ${accessToken}`};
        let userId;

        return fetch('https://api.spotify.com/v1/me', {headers: headers}
        ).then(response => {
            return response.json();
        }).then(jsonResponse => {
            userId = jsonResponse.id;
            return fetch(`https://api.spotify.com/v1/users/${userId}/playlists`, {

                headers: headers,
                method: 'POST',
                body: JSON.stringify({ name: name})

            }).then(response => response.json()
            ).then(jsonResponse => {
                const playlistId = jsonResponse.id;
                return fetch(`https://api.spotify.com/v1/users/${userId}/playlists/${playlistId}/tracks`, {
                    headers: headers,
                    method: 'POST',
                    body: JSON.stringify({ uris: trackUris})
                })
            })
        })
    }
}


","
Your response of 401 Unauthorized would suggest that you haven’t correctly authenticated to the Spotify API…
Here’s the docs. 
"
155,Jammming project - TrackList props are showing in dev tools but trying to use map() on them gives a TypeError showing as undefined,"FAQ,React.js",advanced-react,13,"
I’m having a problem whereby I’m getting the following error in relation to task no. 34:

Screenshot 2020-02-14 at 11.04.061043×243 22.1 KB

This is my full TrackList.js file:
import React from 'react';
import './TrackList.css';
import Track from '../Track/Track';

class TrackList extends React.Component {
    render() {
        return (
            <div className=""TrackList"">
                {
                    this.props.tracks.map(track => {
                        return <Track track={track} key={track.id} />
                    })
                }
            </div>
        );
    }
}

export default TrackList;

And this is the SearchResults.js file where the props are passed down:
import React from 'react';
import './SearchResults.css';
import TrackList from '../TrackList/TrackList';

class SearchResults extends React.Component {
    render() {
        return (
            <div className=""SearchResults"">
                <h2>Results</h2>
                <TrackList tracks={this.props.searchResults} />
            </div>
        );
    }
}

export default SearchResults;

Before attempting to use map() on the “tracks” props I checked dev tools to be sure the props were being passed down successfully and this is what I got for props on the TrackList component:
{
  ""tracks"": [
    ""{album: \""Madman Across The Water\"", artist: \""Elton J…}"",
    ""{album: \""Love Story\"", artist: \""Tim McGraw\"", id: 2, …}"",
    ""{album: \""Lullaby Renditions of Elton John\"", artist:…}"",
    ""{album: \""Tiny Dancer\"", artist: \""The White Raven\"", i…}""
  ]
}


Can anyone help me understand why I’m getting the error?
https://www.codecademy.com/paths/web-development/tracks/front-end-applications-with-react/modules/jammming/projects/jammming-prj
","
I too have no clue and I’m stuck at the same point with the same error message.  From messing around, I have found that .map() is working at the SearchResults level (Child) but stops working at the next level down (TrackList = Sibling).  This is probably why the ravenous project works, the .map() is only one level down, in BusinessList.
Creating a new ‘state’ in SearchResults.js and populating it with the incoming props variable doesn’t help - the error stays the same.  I suspect that we may have a newer JS level and we might have to back off to a previous release.

Just chipping in to say I’m having exactly the same problem. Would be delighted if anyone can explain why the props.tracks show up correctly in devtools but give an “undefined” error when I try to access them in the code; that’s totally baffling to me.

import React from 'react';
import './TrackList.css';
import Track from '../Track/Track';

class TrackList extends React.Component {
    render() {
        return (
            <div className=""TrackList"">
                {
                    this.props.tracks ?
                        this.props.tracks.map(track => {
                            return <Track track={track} key={track.id} />
                        }
                        : console.log(this._reactInternalFiber._debugOwner.type.name)
                    )
                }
            </div>
        );
    }
}

export default TrackList;

If you try the above, will it render anything at any point?  If not, it should write the name of the parent that called it in the console, what is the name of it?
Without the whole project, it is hard to see the data flow and speculate, especially as you as using dev tools it shows a value. How many places have you used TrackList or SearchResults?  It possible one of them is not having the correct value passed into it so it becomes undefined, or search results becomes undefined somehow.

Thanks for the reply. I’ve moved on to subsequent lessons, but I will backtrack and give this a try soon. I’ll post the results if anything useful comes of it.

I have the same issue.
Interestingly though, when I console log(props.tracks), it shows up, but THEN it console logs again as undefined (without me even repeating the console log call).
It’s as if props.tracks starts off as defined and then becomes undefined.

I was getting this error a lot throughout writing the whole app, for various reasons.
A lot of times I found that its caused by functions not being set up correctly (for example not having “this” bound, not referencing objects correctly, etc) which in turn makes them return undefined as their value.
As @jagking said its hard to figure this out without the whole project.
Best of luck!

Hi @jagking
Initially I got an error but in moving the console.log() line outside of the map() parentheses, this now works!
Thanks very much for your input. Is there anything more you wouldn’t mind sharing to explain what’s happening here as I’m not following the reason for getting the error vs. not?
If it helps, here’s the full project: https://github.com/gideongoddard/jammming

Ops my bad, yeah the console log part was meant to be outside of the map.
What that is doing is if this.props.tracks is falsey (such as undefined) it will log what component created the tracklist component otherwise it will render the track components.
If you look at your console in the browser you should see where the issue is.
? : Is a ternary operator, it’s just shorthand for if else. ? Runs if true : runs if false.

If I use the ternary operator like you’ve done, it both renders the Track components AND console logs ‘Playlist’.
I’m glad that it’s rendering the Track components, why would love to know why it’s console logging ‘Playlist’ as well.
There must be a reason why this.props.tracks is truthy initially and then undefined. There’s something to be learnt here but I don’t know what it is…

You’ve answered the question for both of you.
Look at your App.js.  In your render you have a Playlist element, correct?
You also have this on it playlistName={this.state.playlistName} yes?
Where is this.state.playlisyName defined?  If it is like @gideongoddard’s code then it isn’t.  And in Playlist you   have this line <TrackList tracks={this.props.playlistTracks} />, right?  So now you can see why it becomes undefined.
So it have a value when TrackList is used in SearchResults but then it renders the PlayList and that is when that instance of the TrackList component gets a this.props.tracks that is undefined.  Remember, you have 2 individual TrackList elements with their own props being passed in.
If multiple people are getting here from following the same material, either the material isn’t clear on what you should be doing or it is wrong.

Awesome, thank you so much, I get it now 
I think the tutorial needs to be updated slightly to prevent people getting this error.

Thanks @jagking, absolutely get this now.
When following the guidance of the tasklist, you hit this issue before the tasks to define playlistTracks that will then get passed down so it could be more helpfully structured.
Really appreciate your explanation though. 
"
